temp;heat_load[kW];electrical_load[kW];PV[W/Wp]
9,4;2,73829331;0,872940211;0,17
10,4;2,355252446;0,388140308;0,17
11,3;4,511042337;0,625229882;0,22
11,5;3,067528906;0,471818981;0,39
12,2;1,950049076;0,259189326;0,51
11,9;2,114666874;0,368615284;0,55
12,6;1,994374088;0,199434171;0,46
12,9;1,709463504;0,270882885;0,29
11,9;2,826943334;0,438991194;0,11
11,1;2,257122166;0,639283608;0,01
10,3;2,564195256;0,840863386;0
9,1;1,851918796;0,869292679;0
8,3;4,381269296;1,368146308;0
6,9;0,142455292;0,20512003;0
6,6;1,531910595;0,196597054;0
6,3;1,598515403;0,153485784;0
5,2;1,665120211;0,202514287;0
4,7;1,798329828;0,170392164;0
4,1;1,73172502;0,203721886;0
3,5;2,223485704;0,315666277;0
3,4;2,48139593;0,413602525;0
5,9;3,273611881;0,228356898;0,07
9,8;1,699156245;0,36541934;0,23
10,5;1,340605177;0,302744972;0,37
12,2;1,548928611;0,647514376;0,47
13,3;2,93207883;0,457921394;0,59
14;1,274000369;0,654156168;0,7
15;2,599054788;0,259150662;0,74
16,1;0,932467318;0,350324357;0,69
16,2;1,349114186;0,228839937;0,59
17,2;0,999072127;0,33088202;0,45
16,8;1,132281744;0,282336555;0,29
15,8;1,065676935;0,29562014;0,11
13,7;3,90709119;1,149513119;0,01
12,1;1,132281744;0,836262039;0
11,2;1,473814794;0,853047659;0
10,2;1,265491361;0,863674527;0
9,9;1,398700978;0,711154823;0
9,2;1,531910595;0,196597054;0
7,9;1,598515403;0,153485784;0
8;1,665120211;0,202514287;0
7,8;1,798329828;0,170392164;0
7,2;1,73172502;0,203721886;0
7;2,223485704;0,315666277;0
5,2;2,48139593;0,413602525;0,01
8,4;3,273611881;0,228356898;0,09
10,9;1,699156245;0,36541934;0,24
13,3;1,340605177;0,302744972;0,37
15,2;1,548928611;0,647514376;0,43
15,7;2,93207883;0,457921394;0,45
16,9;1,274000369;0,654156168;0,56
17,9;2,599054788;0,259150662;0,63
18,8;0,932467318;0,350324357;0,51
19,1;1,349114186;0,228839937;0,3
18,8;0,999072127;0,33088202;0,13
18,8;1,132281744;0,282336555;0,05
17,4;1,065676935;0,29562014;0,02
15,5;3,90709119;1,149513119;0
14;1,132281744;0,836262039;0
12,8;1,473814794;0,853047659;0
11,5;1,265491361;0,863674527;0
9,8;1,398700978;0,711154823;0
10;1,727145596;0,325523856;0
8,8;2,184331195;0,311329502;0
8,5;1,727145596;0,3406645;0
8,2;1,777943996;0,311329502;0
7,1;1,981137595;0,318899824;0
6,7;2,031935995;0,334040468;0
6,7;1,828742396;0,30470547;0,01
7,5;2,184331195;0,321738695;0,09
10,1;1,828742396;0,387032724;0,25
11,4;4,290193857;0,415421432;0,42
12,6;2,729278527;1,136494625;0,56
14,9;3,237262526;0,629283035;0,67
15,4;1,625548796;1,070254305;0,73
16,4;2,932472127;0,471252559;0,73
17,2;1,066766397;0,401227078;0,68
17,7;0,965169598;0,433400948;0,58
18,1;2,272092928;0,398388207;0,45
17,9;5,08913319;0,451380463;0,28
16,6;0,914371198;0,71444916;0,12
14,7;1,422355197;0,630229326;0,02
13,3;1,269959997;0,643477389;0
12;3,687530592;1,102428175;0
11,6;1,574750396;1,003067695;0
11,6;1,523951996;0,387979014;0
12;0;0,275827138;0
12,1;0;0,240721866;0
12,1;0;0,272244967;0
11,5;0;0,260782021;0
11,5;0;0,270812099;0
10,8;0;0,369680008;0
10,6;0,299060826;0,6046704;0,01
14;0;0,684194588;0,09
14,6;1,794364954;0,260782021;0,25
15,8;0,897182477;0,153316902;0,41
17,1;0;0,125375972;0,56
18;0;0,13898822;0,66
19,3;0;0,250035509;0,72
19,6;0,598121651;0,189138609;0,73
19,7;0,598121651;1,121935838;0,67
20,1;0;0,641924975;0,57
19,9;0;0,37182931;0,44
19;0,299060826;0,296603727;0,28
18;0,598121651;0,669865906;0,12
17,1;1,196243303;0,438457684;0,02
16,1;0;0,552370709;0
15,5;0;0,466398614;0
15,2;0,299060826;0,432009777;0
14,4;0;0,191287911;0
14,1;1,709463504;0,294162721;0
12,8;1,994374088;0,273886734;0
11,8;2,13682938;0,263051419;0
12,1;2,279284672;0,26326598;0
11,8;2,421739964;0,265518867;0
11,4;8,705531328;0,634026871;0
11,5;2,84910584;0,313687744;0,01
12,1;2,760455816;0,262515017;0,08
12,4;2,114666874;0,289335105;0,23
13,2;2,377414952;0,811683131;0,4
13,7;2,73829331;0,872940211;0,5
15,1;2,355252446;0,388140308;0,58
14,3;4,511042337;0,625229882;0,65
14,3;3,067528906;0,471818981;0,58
14,3;1,950049076;0,259189326;0,44
13,8;2,114666874;0,368615284;0,39
14;1,994374088;0,199434171;0,34
14,4;1,709463504;0,270882885;0,24
13,7;2,826943334;0,438991194;0,1
13;2,257122166;0,639283608;0,02
13;2,564195256;0,840863386;0
12,9;1,851918796;0,869292679;0
12,4;4,381269296;1,368146308;0
12,5;0,142455292;0,20512003;0
12,7;1,709463504;0,294162721;0
12,6;1,994374088;0,273886734;0
12,7;2,13682938;0,263051419;0
12,6;2,279284672;0,26326598;0
12,4;2,421739964;0,265518867;0
12,6;8,705531328;0,634026871;0
12,8;2,84910584;0,313687744;0,01
12,2;2,760455816;0,262515017;0,05
11,5;2,114666874;0,289335105;0,14
11,7;2,377414952;0,811683131;0,24
12,7;2,73829331;0,872940211;0,33
13,8;2,355252446;0,388140308;0,38
14;4,511042337;0,625229882;0,34
13,9;3,067528906;0,471818981;0,35
13,7;1,950049076;0,259189326;0,45
11,5;2,114666874;0,368615284;0,46
13,8;1,994374088;0,199434171;0,34
12,9;1,709463504;0,270882885;0,2
11,7;2,826943334;0,438991194;0,1
10,8;2,257122166;0,639283608;0,02
9,7;2,564195256;0,840863386;0
9,1;1,851918796;0,869292679;0
9,9;4,381269296;1,368146308;0
9,6;0,142455292;0,20512003;0
10;1,709463504;0,294162721;0
9,9;1,994374088;0,273886734;0
8,6;2,13682938;0,263051419;0
7,9;2,279284672;0,26326598;0
7,1;2,421739964;0,265518867;0
7,6;8,705531328;0,634026871;0
7,5;2,84910584;0,313687744;0,02
8,6;2,760455816;0,262515017;0,1
9,1;2,114666874;0,289335105;0,24
9,4;2,377414952;0,811683131;0,36
9,9;2,73829331;0,872940211;0,37
9,4;2,355252446;0,388140308;0,33
10,1;4,511042337;0,625229882;0,4
10,8;3,067528906;0,471818981;0,46
10,9;1,950049076;0,259189326;0,42
10,7;2,114666874;0,368615284;0,29
9,2;1,994374088;0,199434171;0,15
8,8;1,709463504;0,270882885;0,08
9,1;2,826943334;0,438991194;0,02
8,7;2,257122166;0,639283608;0
8,7;2,564195256;0,840863386;0
8,7;1,851918796;0,869292679;0
8,4;4,381269296;1,368146308;0
7,9;0,142455292;0,20512003;0
5,6;1,709463504;0,294162721;0
5,1;1,994374088;0,273886734;0
5,1;2,13682938;0,263051419;0
5,1;2,279284672;0,26326598;0
5,6;2,421739964;0,265518867;0
4,9;8,705531328;0,634026871;0
5,2;2,84910584;0,313687744;0,02
5,9;2,760455816;0,262515017;0,11
6,5;2,114666874;0,289335105;0,29
6,9;2,377414952;0,811683131;0,49
7,2;2,73829331;0,872940211;0,54
6;2,355252446;0,388140308;0,34
6,5;4,511042337;0,625229882;0,22
7,6;3,067528906;0,471818981;0,28
5,5;1,950049076;0,259189326;0,35
7,5;2,114666874;0,368615284;0,32
6,7;1,994374088;0,199434171;0,2
7,2;1,709463504;0,270882885;0,13
6,7;2,826943334;0,438991194;0,08
6;2,257122166;0,639283608;0,02
5,1;2,564195256;0,840863386;0
5,3;1,851918796;0,869292679;0
5,4;4,381269296;1,368146308;0
5;0,142455292;0,20512003;0
5,4;1,709463504;0,294162721;0
5,8;1,994374088;0,273886734;0
5,9;2,13682938;0,263051419;0
6;2,279284672;0,26326598;0
5,8;2,421739964;0,265518867;0
5,6;8,705531328;0,634026871;0
5,6;2,84910584;0,313687744;0,03
5,9;2,760455816;0,262515017;0,12
6,3;2,114666874;0,289335105;0,25
6,4;2,377414952;0,811683131;0,26
6,1;2,73829331;0,872940211;0,22
5,7;2,355252446;0,388140308;0,17
6,2;4,511042337;0,625229882;0,15
6,6;3,067528906;0,471818981;0,17
6,6;1,950049076;0,259189326;0,14
5,8;2,114666874;0,368615284;0,11
7,1;1,994374088;0,199434171;0,09
7,6;1,709463504;0,270882885;0,08
6,5;2,826943334;0,438991194;0,04
7;2,257122166;0,639283608;0,01
6,9;2,564195256;0,840863386;0
6,6;1,851918796;0,869292679;0
6,7;4,381269296;1,368146308;0
6,1;0,142455292;0,20512003;0
6,2;2,15938368;0,301564381;0
5,7;2,365039269;0,262652848;0
5,6;2,15938368;0,304482746;0
5,6;2,262211474;0,265571213;0
5,6;2,056555886;0,297673228;0
5,2;2,15938368;0,278217461;0
5,4;2,467867063;0,496122046;0,01
5,9;7,285042108;0,823951712;0,04
6,3;3,084833829;0,782121814;0,08
7;4,382075461;1,068121582;0,16
7;3,187661623;0,604101551;0,32
7;3,084833829;0,577836266;0,47
7,6;2,570694857;0,567135594;0,47
8,7;2,15938368;0,687761347;0,47
7,8;4,279247667;0,342421491;0,53
7,3;2,262211474;1,129407247;0,48
8,5;2,262211474;0,555462134;0,27
7,9;5,473661504;0,664414427;0,1
6,5;1,850900297;0,661496062;0,05
6,4;1,748072503;0,615775011;0,02
5,6;1,850900297;0,677060675;0
5,5;5,679317093;0,88912853;0
4,9;2,056555886;0,777257873;0
4,9;2,15938368;0,456237725;0
3,8;1,709463504;0,294162721;0
3,9;1,994374088;0,273886734;0
3,3;2,13682938;0,263051419;0
4,3;2,279284672;0,26326598;0
4,4;2,421739964;0,265518867;0
3,9;8,705531328;0,634026871;0
3,8;2,84910584;0,313687744;0,01
4,4;2,760455816;0,262515017;0,03
5,6;2,114666874;0,289335105;0,08
6,1;2,377414952;0,811683131;0,12
6,8;2,73829331;0,872940211;0,14
7,3;2,355252446;0,388140308;0,14
7,7;4,511042337;0,625229882;0,14
7,9;3,067528906;0,471818981;0,14
8,1;1,950049076;0,259189326;0,2
8,7;2,114666874;0,368615284;0,24
8,7;1,994374088;0,199434171;0,15
8,5;1,709463504;0,270882885;0,09
8,5;2,826943334;0,438991194;0,06
8,3;2,257122166;0,639283608;0,02
8;2,564195256;0,840863386;0
7,7;1,851918796;0,869292679;0
7,2;4,381269296;1,368146308;0
6,7;0,142455292;0,20512003;0
6,1;1,709463504;0,294162721;0
5,4;1,994374088;0,273886734;0
4,2;2,13682938;0,263051419;0
3,2;2,279284672;0,26326598;0
3,2;2,421739964;0,265518867;0
3,1;8,705531328;0,634026871;0
3,1;2,84910584;0,313687744;0,01
5,2;2,760455816;0,262515017;0,07
5,8;2,114666874;0,289335105;0,13
7;2,377414952;0,811683131;0,18
8;2,73829331;0,872940211;0,23
8,6;2,355252446;0,388140308;0,22
8,3;4,511042337;0,625229882;0,18
8,1;3,067528906;0,471818981;0,19
7,9;1,950049076;0,259189326;0,22
7,5;2,114666874;0,368615284;0,21
7,5;1,994374088;0,199434171;0,17
7,8;1,709463504;0,270882885;0,15
7,7;2,826943334;0,438991194;0,09
7,3;2,257122166;0,639283608;0,03
7;2,564195256;0,840863386;0
5,7;1,851918796;0,869292679;0
5;4,381269296;1,368146308;0
4,9;0,142455292;0,20512003;0
4,5;1,531910595;0,196597054;0
3,9;1,598515403;0,153485784;0
3,4;1,665120211;0,202514287;0
2;1,798329828;0,170392164;0
1,6;1,73172502;0,203721886;0
1,3;2,223485704;0,315666277;0
1,9;2,48139593;0,413602525;0,01
2,9;3,273611881;0,228356898;0,05
5,4;1,699156245;0,36541934;0,11
6,5;1,340605177;0,302744972;0,14
7;1,548928611;0,647514376;0,12
7,8;2,93207883;0,457921394;0,13
8,5;1,274000369;0,654156168;0,19
9;2,599054788;0,259150662;0,31
9;0,932467318;0,350324357;0,4
9,8;1,349114186;0,228839937;0,35
10,2;0,999072127;0,33088202;0,27
9,9;1,132281744;0,282336555;0,2
9,1;1,065676935;0,29562014;0,12
7,5;3,90709119;1,149513119;0,04
6,1;1,132281744;0,836262039;0
5;1,473814794;0,853047659;0
4,5;1,265491361;0,863674527;0
3,4;1,398700978;0,711154823;0
3,7;1,531910595;0,196597054;0
2,7;1,598515403;0,153485784;0
2;1,665120211;0,202514287;0
2,2;1,798329828;0,170392164;0
1,8;1,73172502;0,203721886;0
1,9;2,223485704;0,315666277;0
2,1;2,48139593;0,413602525;0,01
4,1;3,273611881;0,228356898;0,04
6,8;1,699156245;0,36541934;0,14
9,4;1,340605177;0,302744972;0,3
10,5;1,548928611;0,647514376;0,42
12,4;2,93207883;0,457921394;0,45
13;1,274000369;0,654156168;0,49
13,9;2,599054788;0,259150662;0,5
14,4;0,932467318;0,350324357;0,43
14,3;1,349114186;0,228839937;0,31
14,2;0,999072127;0,33088202;0,2
14;1,132281744;0,282336555;0,11
13,2;1,065676935;0,29562014;0,04
12,3;3,90709119;1,149513119;0,01
11,7;1,132281744;0,836262039;0
11,4;1,473814794;0,853047659;0
10,8;1,265491361;0,863674527;0
10,6;1,398700978;0,711154823;0
10,9;1,709463504;0,294162721;0
10,9;1,994374088;0,273886734;0
10,8;2,13682938;0,263051419;0
10,6;2,279284672;0,26326598;0
10,4;2,421739964;0,265518867;0
10,1;8,705531328;0,634026871;0
10;2,84910584;0,313687744;0,01
10,1;2,760455816;0,262515017;0,07
10,3;2,114666874;0,289335105;0,16
10,4;2,377414952;0,811683131;0,24
10,5;2,73829331;0,872940211;0,29
10;2,355252446;0,388140308;0,3
10,8;4,511042337;0,625229882;0,31
11,6;3,067528906;0,471818981;0,31
11,9;1,950049076;0,259189326;0,26
12,8;2,114666874;0,368615284;0,19
12,7;1,994374088;0,199434171;0,12
13;1,709463504;0,270882885;0,12
12,5;2,826943334;0,438991194;0,09
10,6;2,257122166;0,639283608;0,03
9,6;2,564195256;0,840863386;0
9;1,851918796;0,869292679;0
9;4,381269296;1,368146308;0
7,3;0,142455292;0,20512003;0
5,6;1,531910595;0,196597054;0
5,9;1,598515403;0,153485784;0
5,7;1,665120211;0,202514287;0
4,9;1,798329828;0,170392164;0
4,1;1,73172502;0,203721886;0
3,9;2,223485704;0,315666277;0
5,5;2,48139593;0,413602525;0,02
8,2;3,273611881;0,228356898;0,12
10,4;1,699156245;0,36541934;0,29
12,4;1,340605177;0,302744972;0,46
13,8;1,548928611;0,647514376;0,6
14;2,93207883;0,457921394;0,59
14,4;1,274000369;0,654156168;0,47
15,3;2,599054788;0,259150662;0,42
15,6;0,932467318;0,350324357;0,4
15,4;1,349114186;0,228839937;0,3
15,7;0,999072127;0,33088202;0,19
15,8;1,132281744;0,282336555;0,12
15,4;1,065676935;0,29562014;0,06
13,3;3,90709119;1,149513119;0,02
12,1;1,132281744;0,836262039;0
12;1,473814794;0,853047659;0
11;1,265491361;0,863674527;0
10;1,398700978;0,711154823;0
10,1;1,727145596;0,325523856;0
8,9;2,184331195;0,311329502;0
7,5;1,727145596;0,3406645;0
6,4;1,777943996;0,311329502;0
6,1;1,981137595;0,318899824;0
6,5;2,031935995;0,334040468;0
8,3;1,828742396;0,30470547;0
10,9;2,184331195;0,321738695;0,02
13,5;1,828742396;0,387032724;0,04
15,6;4,290193857;0,415421432;0,07
16,9;2,729278527;1,136494625;0,11
17,5;3,237262526;0,629283035;0,13
18,1;1,625548796;1,070254305;0,13
18,3;2,932472127;0,471252559;0,14
18,4;1,066766397;0,401227078;0,15
19;0,965169598;0,433400948;0,2
19;2,272092928;0,398388207;0,24
19;5,08913319;0,451380463;0,19
18,4;0,914371198;0,71444916;0,1
16,2;1,422355197;0,630229326;0,04
15,5;1,269959997;0,643477389;0
14,1;3,687530592;1,102428175;0
14,2;1,574750396;1,003067695;0
12,2;1,523951996;0,387979014;0
11,7;0;0,275827138;0
10,6;0;0,240721866;0
12,2;0;0,272244967;0
9,7;0;0,260782021;0
9,8;0;0,270812099;0
8,9;0;0,369680008;0
10,8;0,299060826;0,6046704;0,01
13,5;0;0,684194588;0,03
15,7;1,794364954;0,260782021;0,1
17,6;0,897182477;0,153316902;0,17
18,9;0;0,125375972;0,19
19,7;0;0,13898822;0,24
20,1;0;0,250035509;0,26
21,2;0,598121651;0,189138609;0,36
21,5;0,598121651;1,121935838;0,5
21,9;0;0,641924975;0,46
22,1;0;0,37182931;0,34
21,4;0,299060826;0,296603727;0,18
20,6;0,598121651;0,669865906;0,05
18,5;1,196243303;0,438457684;0,01
16,4;0;0,552370709;0
15,1;0;0,466398614;0
15,2;0,299060826;0,432009777;0
15;0;0,191287911;0
14,8;0;0,275827138;0
13,7;0;0,240721866;0
12,2;0;0,272244967;0
11,1;0;0,260782021;0
11,4;0;0,270812099;0
11,7;0;0,369680008;0
13,4;0,299060826;0,6046704;0
15,3;0;0,684194588;0,02
16,9;1,794364954;0,260782021;0,04
18,8;0,897182477;0,153316902;0,08
20,5;0;0,125375972;0,11
21,1;0;0,13898822;0,13
21,6;0;0,250035509;0,14
22,1;0,598121651;0,189138609;0,24
21,8;0,598121651;1,121935838;0,38
21,3;0;0,641924975;0,45
21,7;0;0,37182931;0,34
21,2;0,299060826;0,296603727;0,14
19,4;0,598121651;0,669865906;0,07
18,4;1,196243303;0,438457684;0,03
17,9;0;0,552370709;0
16,5;0;0,466398614;0
15,7;0,299060826;0,432009777;0
14,6;0;0,191287911;0
13,6;1,709463504;0,294162721;0
12,3;1,994374088;0,273886734;0
11,3;2,13682938;0,263051419;0
11,1;2,279284672;0,26326598;0
10,3;2,421739964;0,265518867;0
10;8,705531328;0,634026871;0
10,2;2,84910584;0,313687744;0
10,8;2,760455816;0,262515017;0,02
11,8;2,114666874;0,289335105;0,04
11,8;2,377414952;0,811683131;0,06
12,2;2,73829331;0,872940211;0,08
13,2;2,355252446;0,388140308;0,1
13,5;4,511042337;0,625229882;0,1
13,7;3,067528906;0,471818981;0,12
13,5;1,950049076;0,259189326;0,14
13,4;2,114666874;0,368615284;0,16
12,8;1,994374088;0,199434171;0,13
13;1,709463504;0,270882885;0,07
12,4;2,826943334;0,438991194;0,03
12;2,257122166;0,639283608;0,01
11,8;2,564195256;0,840863386;0
11,9;1,851918796;0,869292679;0
10,9;4,381269296;1,368146308;0
9,6;0,142455292;0,20512003;0
7,9;1,709463504;0,294162721;0
8,3;1,994374088;0,273886734;0
7;2,13682938;0,263051419;0
8,1;2,279284672;0,26326598;0
7,9;2,421739964;0,265518867;0
7,7;8,705531328;0,634026871;0
8;2,84910584;0,313687744;0
8,7;2,760455816;0,262515017;0,03
9,7;2,114666874;0,289335105;0,07
9,6;2,377414952;0,811683131;0,08
11;2,73829331;0,872940211;0,09
11,6;2,355252446;0,388140308;0,18
12,2;4,511042337;0,625229882;0,31
12,3;3,067528906;0,471818981;0,34
12,2;1,950049076;0,259189326;0,29
12,7;2,114666874;0,368615284;0,3
13,1;1,994374088;0,199434171;0,3
12,9;1,709463504;0,270882885;0,22
12;2,826943334;0,438991194;0,12
10,6;2,257122166;0,639283608;0,03
8,9;2,564195256;0,840863386;0
9,4;1,851918796;0,869292679;0
10,1;4,381269296;1,368146308;0
9,3;0,142455292;0,20512003;0
8,8;1,709463504;0,294162721;0
8,4;1,994374088;0,273886734;0
8,2;2,13682938;0,263051419;0
7,3;2,279284672;0,26326598;0
7,3;2,421739964;0,265518867;0
6,7;8,705531328;0,634026871;0
8,2;2,84910584;0,313687744;0,05
9,4;2,760455816;0,262515017;0,19
10,8;2,114666874;0,289335105;0,36
12,1;2,377414952;0,811683131;0,53
13,7;2,73829331;0,872940211;0,67
13,6;2,355252446;0,388140308;0,77
14,6;4,511042337;0,625229882;0,83
15;3,067528906;0,471818981;0,83
15,8;1,950049076;0,259189326;0,78
14,2;2,114666874;0,368615284;0,68
14,4;1,994374088;0,199434171;0,54
14,5;1,709463504;0,270882885;0,37
13,8;2,826943334;0,438991194;0,2
13,4;2,257122166;0,639283608;0,06
12,9;2,564195256;0,840863386;0,01
12,3;1,851918796;0,869292679;0
11,7;4,381269296;1,368146308;0
11,8;0,142455292;0,20512003;0
11,4;0;0,275827138;0
11,3;0;0,240721866;0
10,7;0;0,272244967;0
10,1;0;0,260782021;0
10,3;0;0,270812099;0
9,8;0;0,369680008;0
11;0,299060826;0,6046704;0,05
13,1;0;0,684194588;0,18
14,6;1,794364954;0,260782021;0,36
16,5;0,897182477;0,153316902;0,53
17,7;0;0,125375972;0,67
17,7;0;0,13898822;0,78
18,9;0;0,250035509;0,84
19,2;0,598121651;0,189138609;0,84
19,2;0,598121651;1,121935838;0,79
18,7;0;0,641924975;0,68
18,9;0;0,37182931;0,54
19;0,299060826;0,296603727;0,37
18,6;0,598121651;0,669865906;0,2
17;1,196243303;0,438457684;0,06
16,6;0;0,552370709;0,01
15,9;0;0,466398614;0
14,9;0,299060826;0,432009777;0
13,6;0;0,191287911;0
14,2;0;0,583889143;0
12,6;0;0,187421206;0
12;0;0,211449566;0
12;0;0,212250511;0
11,4;0;0,165795682;0
12,5;0;0,219459019;0
12,9;0;0,202639167;0,06
14,5;0,257447406;0,704831887;0,19
17,5;2,574474058;0,790533037;0,37
17,5;0,128723703;0,20904673;0,54
17,8;0;0,347610271;0,68
18,6;0;0,904267273;0,78
18,7;2,445750355;0,429306695;0,83
16,8;0,772342217;0,422098187;0,74
18,1;0;1,100498878;0,54
18,2;0;0,535832423;0,34
17,9;0;0,408482116;0,2
17,3;3,99043479;0,142568268;0,12
17,1;0,386171109;0,436515203;0,06
15,6;0,90106592;0,63915437;0,02
15,3;0;0,504595555;0
15,4;0;0,494984211;0
14,6;0;0,241084543;0
13,7;0;0,18501837;0
13;1,709463504;0,294162721;0
11,8;1,994374088;0,273886734;0
11,8;2,13682938;0,263051419;0
10,9;2,279284672;0,26326598;0
10,4;2,421739964;0,265518867;0
10;8,705531328;0,634026871;0
9,6;2,84910584;0,313687744;0,06
9,6;2,760455816;0,262515017;0,19
10,3;2,114666874;0,289335105;0,35
11,2;2,377414952;0,811683131;0,48
12;2,73829331;0,872940211;0,52
13,8;2,355252446;0,388140308;0,5
14,9;4,511042337;0,625229882;0,54
15,5;3,067528906;0,471818981;0,63
16,5;1,950049076;0,259189326;0,61
16,5;2,114666874;0,368615284;0,52
16,3;1,994374088;0,199434171;0,36
16,2;1,709463504;0,270882885;0,15
15,2;2,826943334;0,438991194;0,04
14,1;2,257122166;0,639283608;0,01
12,4;2,564195256;0,840863386;0
11,2;1,851918796;0,869292679;0
10,6;4,381269296;1,368146308;0
10,2;0,142455292;0,20512003;0
9,3;1,531910595;0,196597054;0
8,7;1,598515403;0,153485784;0
8,4;1,665120211;0,202514287;0
8,3;1,798329828;0,170392164;0
7,4;1,73172502;0,203721886;0
6,8;2,223485704;0,315666277;0
8,4;2,48139593;0,413602525;0
11,2;3,273611881;0,228356898;0,04
12,2;1,699156245;0,36541934;0,12
13,7;1,340605177;0,302744972;0,18
14,6;1,548928611;0,647514376;0,22
15,6;2,93207883;0,457921394;0,29
15,7;1,274000369;0,654156168;0,36
16,2;2,599054788;0,259150662;0,37
16,9;0,932467318;0,350324357;0,27
17,1;1,349114186;0,228839937;0,12
16,9;0,999072127;0,33088202;0,06
17,5;1,132281744;0,282336555;0,06
17,3;1,065676935;0,29562014;0,05
15,7;3,90709119;1,149513119;0,01
14;1,132281744;0,836262039;0
12,4;1,473814794;0,853047659;0
10,9;1,265491361;0,863674527;0
9,4;1,398700978;0,711154823;0
9,5;1,531910595;0,196597054;0
8,9;1,598515403;0,153485784;0
8,7;1,665120211;0,202514287;0
8,1;1,798329828;0,170392164;0
7,3;1,73172502;0,203721886;0
6,9;2,223485704;0,315666277;0
9,3;2,48139593;0,413602525;0,01
11,5;3,273611881;0,228356898;0,04
13,3;1,699156245;0,36541934;0,06
15,1;1,340605177;0,302744972;0,11
16;1,548928611;0,647514376;0,17
16;2,93207883;0,457921394;0,4
16,7;1,274000369;0,654156168;0,57
17,5;2,599054788;0,259150662;0,43
18,6;0,932467318;0,350324357;0,25
18,5;1,349114186;0,228839937;0,28
19,2;0,999072127;0,33088202;0,34
18,8;1,132281744;0,282336555;0,2
18,3;1,065676935;0,29562014;0,05
17,2;3,90709119;1,149513119;0,02
16,4;1,132281744;0,836262039;0
15,5;1,473814794;0,853047659;0
14,9;1,265491361;0,863674527;0
13,2;1,398700978;0,711154823;0
12,9;0;0,275827138;0
11,4;0;0,240721866;0
10;0;0,272244967;0
9,7;0;0,260782021;0
9,2;0;0,270812099;0
10;0;0,369680008;0
11,2;0,299060826;0,6046704;0,04
13,2;0;0,684194588;0,13
14,3;1,794364954;0,260782021;0,23
16;0,897182477;0,153316902;0,4
16,8;0;0,125375972;0,56
17,4;0;0,13898822;0,65
17,9;0;0,250035509;0,75
18,5;0,598121651;0,189138609;0,78
19,4;0,598121651;1,121935838;0,73
19,8;0;0,641924975;0,57
19,8;0;0,37182931;0,29
19,8;0,299060826;0,296603727;0,21
19;0,598121651;0,669865906;0,2
17,4;1,196243303;0,438457684;0,07
16,3;0;0,552370709;0,01
15,2;0;0,466398614;0
14,4;0,299060826;0,432009777;0
13,8;0;0,191287911;0
13,4;0;0,275827138;0
13,1;0;0,240721866;0
13;0;0,272244967;0
13;0;0,260782021;0
13;0;0,270812099;0
12,9;0;0,369680008;0
13,3;0,299060826;0,6046704;0,05
13,8;0;0,684194588;0,18
14,3;1,794364954;0,260782021;0,34
13,2;0,897182477;0,153316902;0,49
14,9;0;0,125375972;0,51
15,8;0;0,13898822;0,49
16,8;0;0,250035509;0,6
18,5;0,598121651;0,189138609;0,66
20,7;0,598121651;1,121935838;0,6
22,1;0;0,641924975;0,49
22,3;0;0,37182931;0,33
22,4;0,299060826;0,296603727;0,21
22,2;0,598121651;0,669865906;0,14
21;1,196243303;0,438457684;0,05
20,5;0;0,552370709;0
20,7;0;0,466398614;0
20,6;0,299060826;0,432009777;0
20,4;0;0,191287911;0
18,7;0;0,275827138;0
17,8;0;0,240721866;0
17;0;0,272244967;0
16,4;0;0,260782021;0
16,1;0;0,270812099;0
15,6;0;0,369680008;0,01
16,6;0,299060826;0,6046704;0,03
17;0;0,684194588;0,06
17,1;1,794364954;0,260782021;0,12
15,7;0,897182477;0,153316902;0,16
14,5;0;0,125375972;0,16
13,6;0;0,13898822;0,21
17;0;0,250035509;0,26
18;0,598121651;0,189138609;0,24
18,9;0,598121651;1,121935838;0,19
19,7;0;0,641924975;0,18
19,2;0;0,37182931;0,16
19,1;0,299060826;0,296603727;0,1
18,8;0,598121651;0,669865906;0,07
16,8;1,196243303;0,438457684;0,03
15;0;0,552370709;0
13,7;0;0,466398614;0
14,3;0,299060826;0,432009777;0
14,1;0;0,191287911;0
14;2,15938368;0,301564381;0
14,3;2,365039269;0,262652848;0
14;2,15938368;0,304482746;0
14;2,262211474;0,265571213;0
14,6;2,056555886;0,297673228;0
14,5;2,15938368;0,278217461;0
15,3;2,467867063;0,496122046;0,02
15,8;7,285042108;0,823951712;0,06
15,7;3,084833829;0,782121814;0,14
14,5;4,382075461;1,068121582;0,26
14,3;3,187661623;0,604101551;0,38
14,3;3,084833829;0,577836266;0,42
14,3;2,570694857;0,567135594;0,44
14,9;2,15938368;0,687761347;0,49
15,7;4,279247667;0,342421491;0,54
15,2;2,262211474;1,129407247;0,48
14;2,262211474;0,555462134;0,38
14,2;5,473661504;0,664414427;0,28
13,9;1,850900297;0,661496062;0,15
13,4;1,748072503;0,615775011;0,06
12,4;1,850900297;0,677060675;0,01
11,8;5,679317093;0,88912853;0
11,2;2,056555886;0,777257873;0
11,1;2,15938368;0,456237725;0
11,6;1,709463504;0,294162721;0
11,7;1,994374088;0,273886734;0
11,6;2,13682938;0,263051419;0
12,1;2,279284672;0,26326598;0
12,5;2,421739964;0,265518867;0
