electricity
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.038095307799840446
0.21414247132788314
0.29567228520613914
0.37643360584347624
0.3594828406437778
0.2916248874706326
0.11093382907246525
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.02829518923231185
0.02945524807693715
0.030922704217930044
0.03002978826181467
0.03982258784609642
0.008343640901405977
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.029349122819857864
0.11056422041849946
0.13424113122205064
0.14187483074851243
0.09440756490108394
0.07002803170583542
0.02990170605499484
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.008072838521272625
0.0476721973783402
0.16036990141329566
0.13762982046534095
0.10592032554837481
0.03626190249650518
1.3979258001478434e-06
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.01851702761452379
0.03752442710658635
0.02403554098264669
0.02512972897805037
0.018414561849067927
0.008866948203555563
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.04081431007604423
0.13964254085822397
0.30234353843564055
0.40250382416874647
0.4445184474972737
0.3155543031962
0.10867592274081285
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.018491411173159826
0.013130255944844143
0.020665149197473486
0.022831568238540302
0.019464835944990523
0.014026831392582942
0.005200137596885041
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.042669672329120036
0.03874303781718644
0.03518967145084205
0.060125447372850964
0.095746938835257
0.071941945824886
0.09869648908373649
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.034410199735052806
0.06738221926210011
0.07177726870183194
0.10326353462976923
0.10206688086890969
0.054819184518886635
0.01603589229384254
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.020193074778051833
0.09279738858677752
0.1432032262078152
0.19870673566028207
0.33567418814178335
0.10617283047039106
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0070262239169734545
0.08980758393044039
0.14960367705718322
